1110100000	GANDA PURA	C
1110101000	KUTA BLANG	C
1111000000	ACEH UTARA	K
1111010000	SAWANG	C
1111020000	NISAM	C
1111021000	NISAM ANTARA	C
1111022000	BANDA BARO	C
1111030000	KUTA MAKMUR	C
1111031000	SIMPANG KERAMAT	C
1111040000	SYAMTALIRA BAYU	C
1111041000	GEUREUDONG PASE	C
1111050000	MEURAH MULIA	C
1111060000	MATANGKULI	C
1111061000	PAYA BAKONG	C
1111062000	PIRAK TIMU	C
1111070000	COT GIREK	C
1111080000	TANAH JAMBO AYE	C
1111081000	LANGKAHAN	C
1111090000	SEUNUDON	C
1111100000	BAKTIYA	C
1111101000	BAKTIYA BARAT	C
1111110000	LHOKSUKON	C
1111120000	TANAH LUAS	C
1111121000	NIBONG	C
1111130000	SAMUDERA	C
1111140000	SYAMTALIRA ARON	C
1111150000	TANAH PASIR	C
1111151000	LAPANG	C
1111160000	MUARA BATU	C
1111170000	DEWANTARA	C
1112000000	ACEH BARAT DAYA	K
1112010000	MANGGENG	C
1112011000	LEMBAH SABIL	C
1112020000	TANGAN-TANGAN	C
1112021000	SETIA	C
1112030000	BLANG PIDIE	C
1112031000	JEUMPA	C
1112040000	SUSOH	C
1112050000	KUALA BATEE	C
1112060000	BABAH ROT	C
1113000000	GAYO LUES	K
1113010000	KUTA PANJANG	C
1113011000	BLANG JERANGO	C
1113020000	BLANGKEJEREN	C
1113021000	PUTRI BETUNG	C
1113022000	DABUN GELANG	C
1113023000	BLANG PEGAYON	C
1113030000	PINING	C
1113040000	RIKIT GAIB	C
1113041000	PANTAN CUACA	C
1113050000	TERANGUN	C
1113051000	TRIPE JAYA	C
1114000000	ACEH TAMIANG	K
1114010000	TAMIANG HULU	C
1114011000	BANDAR PUSAKA	C
1114020000	KEJURUAN MUDA	C
1114021000	TENGGULUN	C
1114030000	RANTAU	C
1114040000	KOTA KUALA SIMPANG	C
1114050000	SEURUWAY	C
1114060000	BENDAHARA	C
1114061000	BANDA MULIA	C
1114070000	KARANG BARU	C
1114071000	SEKERAK	C
1114080000	MANYAK PAYED	C
1115000000	NAGAN RAYA	K
1115010000	DARUL MAKMUR	C
1115020000	KUALA	C
1115021000	KUALA PESISIR	C
1115022000	TADU RAYA	C
1115030000	BEUTONG	C
1115040000	SEUNAGAN	C
1115041000	SUKA MAKMUE	C
1115050000	SEUNAGAN TIMUR	C
1116000000	ACEH JAYA	K
1116010000	TEUNOM	C
1116020000	PANGA	C
1116030000	KRUENG SABEE	C
1116040000	SETIA BAKTI	C
1116050000	SAMPOINIET	C
1116060000	JAYA	C
1117000000	BENER MERIAH	K
1117010000	TIMANG GAJAH	C
1117011000	GAJAH PUTIH	C
1117020000	PINTU RIME GAYO	C
1117030000	BUKIT	C
1117040000	WIH PESAM	C
1117050000	BANDAR	C
1117051000	BENER KELIPAH	C
1117060000	SYIAH UTAMA	C
1117061000	MESIDAH	C
1117070000	PERMATA	C
1118000000	PIDIE JAYA	K
1118010000	MEUREUDU	C
1118020000	MEURAH DUA	C
1118030000	BANDAR DUA	C
1118040000	JANGKA BUYA	C
1118050000	ULIM	C
1118060000	TRIENGGADENG	C
1118070000	PANTERAJA	C
1118080000	BANDAR BARU	C
1171000000	BANDA ACEH	K
1171010000	MEURAXA	C
1171011000	JAYA BARU	C
1171012000	BANDA RAYA	C
1171020000	BAITURRAHMAN	C
1171021000	LUENG BATA	C
1171030000	KUTA ALAM	C
1171031000	KUTA RAJA	C
1171040000	SYIAH KUALA	C
1171041000	ULEE KARENG	C
1172000000	SABANG	K
1172010000	SUKAJAYA	C
1172020000	SUKAKARYA	C
1173000000	LANGSA	K
1173010000	LANGSA TIMUR	C
1173011000	LANGSA LAMA	C
1173020000	LANGSA BARAT	C
1173021000	LANGSA BARO	C
1173030000	LANGSA KOTA	C
1174000000	LHOKSEUMAWE	K
1174010000	BLANG MANGAT	C
1174020000	MUARA DUA	C
1174021000	MUARA SATU	C
1174030000	BANDA SAKTI	C
1175000000	SUBULUSSALAM	K
1175010000	SIMPANG KIRI	C
1175020000	PENANGGALAN	C
1175030000	RUNDENG	C
1175040000	SULTAN DAULAT	C
1175050000	LONGKIB	C
1200000000	SUMATERA UTARA	P
1201000000	NIAS	K
1201060000	IDANO GAWO	C
1201061000	BAWOLATO	C
1201062000	ULUGAWO	C
1201070000	GIDO	C
1201081000	MA U	C
1201082000	SOMOLO - MOLO	C
1201130000	HILIDUHO	C
1201131000	HILI SERANGKAI	C
1201132000	BOTOMUZOI	C
1202000000	MANDAILING NATAL	K
1202010000	BATAHAN	C
1202011000	SINUNUKAN	C
1202020000	BATANG NATAL	C
1202021000	LINGGA BAYU	C
1202022000	RANTO BAEK	C
1202030000	KOTANOPAN	C
1202031000	ULU PUNGKUT	C
1202032000	TAMBANGAN	C
1202033000	LEMBAH SORIK MARAPI	C
1202034000	PUNCAK SORIK MARAPI	C
1202040000	MUARA SIPONGI	C
1202041000	PAKANTAN	C
1202050000	PANYABUNGAN	C
1202051000	PANYABUNGAN SELATAN	C
1202052000	PANYABUNGAN BARAT	C
1202053000	PANYABUNGAN UTARA	C
1202054000	PANYABUNGAN TIMUR	C
1202055000	HUTA BARGOT	C
1202060000	NATAL	C
1202070000	MUARA BATANG GADIS	C
1202080000	SIABU	C
1202081000	BUKIT MALINTANG	C
1202082000	NAGA JUANG	C
1203000000	TAPANULI SELATAN	K
1203010000	BATANG ANGKOLA	C
1203011000	SAYUR MATINGGI	C
1203070000	ANGKOLA TIMUR	C
1203080000	ANGKOLA SELATAN	C
1203090000	ANGKOLA  BARAT	C
1203100000	BATANG TORU	C
1203101000	MARANCAR	C
1203102000	MUARA BATANG TORU	C
1203110000	SIPIROK	C
1203120000	ARSE	C
1203160000	SAIPAR DOLOK HOLE	C
1203161000	AEK BILAH	C
1204000000	TAPANULI TENGAH	K
1204010000	PINANG SORI	C
1204011000	BADIRI	C
1204020000	SIBABANGUN	C
1204021000	LUMUT	C
1204022000	SUKABANGUN	C
1204030000	PANDAN	C
1204031000	TUKKA	C
1204032000	SARUDIK	C
1204040000	TAPIAN NAULI	C
1204041000	SITAHUIS	C
1204050000	KOLANG	C
1204060000	SORKAM	C
1204061000	SORKAM BARAT	C
1204062000	PASARIBU TOBING	C
1204070000	BARUS	C
1204071000	SOSOR GADONG	C
1204072000	ANDAM DEWI	C
1204073000	BARUS UTARA	C
1204080000	MANDUAMAS	C
1204081000	SIRANDORUNG	C
1205000000	TAPANULI UTARA	K
1205030000	PARMONANGAN	C
1205040000	ADIAN KOTING	C
1205050000	SIPOHOLON	C
1205060000	TARUTUNG	C
1205061000	SIATAS BARITA	C
1205070000	PAHAE JULU	C
1205080000	PAHAE JAE	C
1205081000	PURBATUA	C
1205082000	SIMANGUMBAN	C
1205090000	PANGARIBUAN	C
1205100000	GAROGA	C
1205110000	SIPAHUTAR	C
1205120000	SIBORONG-BORONG	C
1205130000	PAGARAN	C
1205180000	MUARA	C
1206000000	TOBA SAMOSIR	K
1206030000	BALIGE	C
1206031000	TAMPAHAN	C
1206040000	LAGU BOTI	C
1206050000	HABINSARAN	C
1206051000	BORBOR	C
1206052000	NASSAU	C
1206060000	SILAEN	C
1206061000	SIGUMPAR	C
1206070000	PORSEA	C
1206071000	PINTU POHAN MERANTI	C
1206072000	SIANTAR NARUMONDA	C
1206073000	PARMAKSIAN	C
1206080000	LUMBAN JULU	C
1206081000	ULUAN	C
1206082000	AJIBATA	C
1206083000	BONATUA LUNASI	C
1207000000	LABUHAN BATU	K
1207050000	BILAH HULU	C
1207070000	PANGKATAN	C
1207080000	BILAH BARAT	C
1207130000	BILAH HILIR	C
1207140000	PANAI HULU	C
1207150000	PANAI TENGAH	C
1207160000	PANAI HILIR	C
1207210000	RANTAU SELATAN	C
1207220000	RANTAU UTARA	C
1208000000	ASAHAN	K
1208010000	BANDAR PASIR MANDOGE	C
1208020000	BANDAR PULAU	C
1208021000	AEK SONGSONGAN	C
1208022000	RAHUNING	C
1208030000	PULAU RAKYAT	C
1208031000	AEK KUASAN	C
1208032000	AEK LEDONG	C
1208040000	SEI KEPAYANG	C
1208041000	SEI KEPAYANG BARAT	C
1208042000	SEI KEPAYANG TIMUR	C
1208050000	TANJUNG BALAI	C
1208060000	SIMPANG EMPAT	C
1208061000	TELUK DALAM	C
1208070000	AIR BATU	C
1208071000	SEI DADAP	C
1208080000	BUNTU PANE	C
1208081000	TINGGI RAJA	C
1208082000	SETIA JANJI	C
1208090000	MERANTI	C
1208091000	PULO BANDRING	C
1208092000	RAWANG PANCA ARGA	C
1208100000	AIR JOMAN	C
1208101000	SILAU LAUT	C
1208160000	KISARAN BARAT	C
1208170000	KISARAN TIMUR	C
1209000000	SIMALUNGUN	K
1209010000	SILIMAKUTA	C
1209011000	PEMATANG SILIMAHUTA	C
1209020000	PURBA	C
1209021000	HARANGGAOL HORISON	C
1209030000	DOLOK PARDAMEAN	C
1209040000	SIDAMANIK	C
1209041000	PEMATANG SIDAMANIK	C
1209050000	GIRSANG SIPANGAN BOLON	C
1209060000	TANAH JAWA	C
1209061000	HATONDUHAN	C
1209070000	DOLOK PANRIBUAN	C
1209080000	JORLANG HATARAN	C
1209090000	PANEI	C
1209091000	PANOMBEAN PANEI	C
1209100000	RAYA	C
1209110000	DOLOK SILAU	C
1209120000	SILAU KAHEAN	C
1209130000	RAYA KAHEAN	C
1209140000	TAPIAN DOLOK	C
1209150000	DOLOK BATU NANGGAR	C
1209160000	SIANTAR	C
1209161000	GUNUNG MALELA	C
1209162000	GUNUNG MALIGAS	C
1209170000	HUTABAYU RAJA	C
1209171000	JAWA MARAJA BAH JAMBI	C
1209180000	PEMATANG BANDAR	C
1209181000	BANDAR HULUAN	C
1209190000	BANDAR	C
1209191000	BANDAR MASILAM	C
1209200000	BOSAR MALIGAS	C
1209210000	UJUNG PADANG	C
1210000000	DAIRI	K
1210030000	SIDIKALANG	C
1210031000	BERAMPU	C
1210032000	SITINJO	C
1210040000	PARBULUAN	C
1210050000	SUMBUL	C
1210051000	SILAHI SABUNGAN	C
1210060000	SILIMA PUNGGA-PUNGGA	C
1210061000	LAE PARIRA	C
1210070000	SIEMPAT NEMPU	C
1210080000	SIEMPAT NEMPU HULU	C
1210090000	SIEMPAT NEMPU HILIR	C
1210100000	TIGA LINGGA	C
1210101000	GUNUNG SITEMBER	C
1210110000	PEGAGAN HILIR	C
1210120000	TANAH PINEM	C
1211000000	KARO	K
1211010000	MARDINGDING	C
1211020000	LAUBALENG	C
1211030000	TIGA BINANGA	C
1211040000	JUHAR	C
1211050000	MUNTE	C
1211060000	KUTA BULUH	C
1211070000	PAYUNG	C
1211071000	TIGANDERKET	C
1211080000	SIMPANG EMPAT	C
1211081000	NAMAN TERAN	C
1211082000	MERDEKA	C
1211090000	KABANJAHE	C
1211100000	BERASTAGI	C
1211110000	TIGAPANAH	C
1211111000	DOLAT RAYAT	C
1211120000	MEREK	C
1211130000	BARUSJAHE	C
1212000000	DELI SERDANG	K
1212010000	GUNUNG MERIAH	C
1212020000	SINEMBAH TANJUNG MUDA HULU	C
1212030000	SIBOLANGIT	C
1212040000	KUTALIMBARU	C
1212050000	PANCUR BATU	C
1212060000	NAMO RAMBE	C
1212070000	BIRU-BIRU	C
1212080000	SINEMBAH TANJUNG MUDA HILIR	C
1212090000	BANGUN PURBA	C
1212190000	GALANG	C
1212200000	TANJUNG MORAWA	C
1212210000	PATUMBAK	C
1212220000	DELI TUA	C
1212230000	SUNGGAL	C
1212240000	HAMPARAN PERAK	C
1212250000	LABUHAN DELI	C
1212260000	PERCUT SEI TUAN	C
1212270000	BATANG KUIS	C
1212280000	PANTAI LABU	C
1212290000	BERINGIN	C
1212300000	LUBUK PAKAM	C
1212310000	PAGAR MERBAU	C
1213000000	LANGKAT	K
1213010000	BOHOROK	C
1213011000	SERAPIT	C
1213020000	SALAPIAN	C
1213021000	KUTAMBARU	C
1213030000	SEI BINGAI	C
1213040000	KUALA	C
1213050000	SELESAI	C
1213060000	BINJAI	C
1213070000	STABAT	C
1213080000	WAMPU	C
1213090000	BATANG SERANGAN	C
1213100000	SAWIT SEBERANG	C
1213110000	PADANG TUALANG	C
1213120000	HINAI	C
1213130000	SECANGGANG	C
1213140000	TANJUNG PURA	C
1213150000	GEBANG	C
1213160000	BABALAN	C
1213170000	SEI LEPAN	C
1213180000	BRANDAN BARAT	C
1213190000	BESITANG	C
1213200000	PANGKALAN SUSU	C
1213201000	PEMATANG JAYA	C
1214000000	NIAS SELATAN	K
1214010000	HIBALA	C
1214020000	PULAU-PULAU BATU	C
1214021000	PULAU-PULAU BATU TIMUR	C
1214030000	TELUK DALAM	C
1214031000	FANAYAMA	C
1214032000	TOMA	C
1214033000	MANIAMOLO	C
1214034000	MAZINO	C
1214040000	AMANDRAYA	C
1214041000	ARAMO	C
1214050000	LAHUSA	C
1214060000	GOMO	C
1214061000	SUSUA	C
1214062000	MAZO	C
1214063000	UMBUNASI	C
1214070000	LOLOMATUA	C
1214080000	LOLOWA'U	C
1214081000	HILIMEGAI	C
1215000000	HUMBANG HASUNDUTAN	K
1215010000	PAKKAT	C
1215020000	ONAN GANJANG	C
1215030000	SIJAMA POLANG	C
1215040000	DOLOK SANGGUL	C
1215050000	LINTONG NIHUTA	C
1215060000	PARANGINAN	C
1215070000	BAKTI RAJA	C
1215080000	POLLUNG	C
1215090000	PARLILITAN	C
1215100000	TARA BINTANG	C
1216000000	PAKPAK BHARAT	K
1216010000	SALAK	C
1216011000	SITELLU TALI URANG JEHE	C
1216012000	PAGINDAR	C
1216013000	SITELLU TALI URANG JULU	C
1216014000	PERGETTENG-GETTENG SENGKUT	C
1216020000	KERAJAAN	C
1216021000	TINADA	C
1216022000	SIEMPAT RUBE	C
1217000000	SAMOSIR	K
1217010000	SIANJUR MULA MULA	C
1217020000	HARIAN	C
1217030000	SITIO-TIO	C
1217040000	ONAN RUNGGU	C
1217050000	NAINGGOLAN	C
1217060000	PALIPI	C
1217070000	RONGGUR NIHUTA	C
1217080000	PANGURURAN	C
1217090000	SIMANINDO	C
1218000000	SERDANG BEDAGAI	K
1218010000	KOTARIH	C
1218011000	SILINDA	C
1218012000	BINTANG BAYU	C
1218020000	DOLOK MASIHUL	C
1218021000	SERBAJADI	C
1218030000	SIPISPIS	C
1218040000	DOLOK MERAWAN	C
1218050000	TEBINGTINGGI	C
1218051000	TEBING SYAHBANDAR	C
1218060000	BANDAR KHALIPAH	C
1218070000	TANJUNG BERINGIN	C
1218080000	SEI RAMPAH	C
1218081000	SEI BAMBAN	C
1218090000	TELUK MENGKUDU	C
1218100000	PERBAUNGAN	C
1218101000	PEGAJAHAN	C
1218110000	PANTAI CERMIN	C
1219000000	BATU BARA	K
1219010000	SEI BALAI	C
1219020000	TANJUNG TIRAM	C
1219030000	TALAWI	C
1219040000	LIMAPULUH	C
1219050000	AIR PUTIH	C
1219060000	SEI SUKA	C
1219070000	MEDANG DERAS	C
1220000000	PADANG LAWAS UTARA	K
1220010000	BATANG ONANG	C
1220020000	PADANG BOLAK JULU	C
1220030000	PORTIBI	C
1220040000	PADANG BOLAK	C
1220050000	SIMANGAMBAT	C
1220060000	HALONGONAN	C
1220070000	DOLOK	C
1220080000	DOLOK SIGOMPULON	C
1220090000	HULU SIHAPAS	C
1221000000	PADANG LAWAS	K
1221010000	SOSOPAN	C
1221020000	ULU BARUMUN	C
1221030000	BARUMUN	C
1221040000	LUBUK BARUMUN	C
1221050000	SOSA	C
1221060000	BATANG LUBU SUTAM	C
1221070000	HUTA RAJA TINGGI	C
1221080000	HURISTAK	C
1221090000	BARUMUN TENGAH	C
1222000000	LABUHAN BATU SELATAN	K
1222010000	SUNGAI KANAN	C
1222020000	TORGAMBA	C
1222030000	KOTA PINANG	C
1222040000	SILANGKITANG	C
1222050000	KAMPUNG RAKYAT	C
1223000000	LABUHAN BATU UTARA	K
1223010000	NA IX-X	C
1223020000	MARBAU	C
1223030000	AEK KUO	C
1223040000	AEK NATAS	C
1223050000	KUALUH SELATAN	C
1223060000	KUALUH HILIR	C
1223070000	KUALUH HULU	C
1223080000	KUALUH LEIDONG	C
1224000000	NIAS UTARA	K
1224010000	TUGALA OYO	C
1224020000	ALASA	C
1224030000	ALASA TALU MUZOI	C
1224040000	NAMOHALU ESIWA	C
1224050000	SITOLU ORI	C
1224060000	TUHEMBERUA	C
1224070000	SAWO	C
1224080000	LOTU	C
1224090000	LAHEWA TIMUR	C
1224100000	AFULU	C
1224110000	LAHEWA	C
1225000000	NIAS BARAT	K
1225010000	SIROMBU	C
1225020000	LAHOMI	C
1225030000	ULU MORO O	C
1225040000	LOLOFITU MOI	C
1225050000	MANDREHE UTARA	C
1225060000	MANDREHE	C
1225070000	MANDREHE BARAT	C
1225080000	MORO O	C
1271000000	SIBOLGA	K
1271010000	SIBOLGA UTARA	C
1271020000	SIBOLGA KOTA	C
1271030000	SIBOLGA SELATAN	C
1271031000	SIBOLGA SAMBAS	C
1272000000	TANJUNG BALAI	K
1272010000	DATUK BANDAR	C
1272011000	DATUK BANDAR TIMUR	C
1272020000	TANJUNG BALAI SELATAN	C
1272030000	TANJUNG BALAI UTARA	C
1272040000	SEI TUALANG RASO	C
1272050000	TELUK NIBUNG	C
1273000000	PEMATANG SIANTAR	K
1273010000	SIANTAR MARIHAT	C
1273011000	SIANTAR MARIMBUN	C
1273020000	SIANTAR SELATAN	C
1273030000	SIANTAR BARAT	C
1273040000	SIANTAR UTARA	C
1273050000	SIANTAR TIMUR	C
1273060000	SIANTAR MARTOBA	C
1273061000	SIANTAR SITALASARI	C
1274000000	TEBING TINGGI	K
1274010000	PADANG HULU	C
1274011000	TEBING TINGGI KOTA	C
1274020000	RAMBUTAN	C
1274021000	BAJENIS	C
1274030000	PADANG HILIR	C
1275000000	MEDAN	K
1275010000	MEDAN TUNTUNGAN	C
1275020000	MEDAN JOHOR	C
1275030000	MEDAN AMPLAS	C
1275040000	MEDAN DENAI	C
1275050000	MEDAN AREA	C
1275060000	MEDAN KOTA	C
1275070000	MEDAN MAIMUN	C
1275080000	MEDAN POLONIA	C
1275090000	MEDAN BARU	C
1275100000	MEDAN SELAYANG	C
1275110000	MEDAN SUNGGAL	C
1275120000	MEDAN HELVETIA	C
1275130000	MEDAN PETISAH	C
1275140000	MEDAN BARAT	C
1275150000	MEDAN TIMUR	C
1275160000	MEDAN PERJUANGAN	C
1275170000	MEDAN TEMBUNG	C
1275180000	MEDAN DELI	C
1275190000	MEDAN LABUHAN	C
1275200000	MEDAN MARELAN	C
1275210000	MEDAN BELAWAN	C
1276000000	BINJAI	K
1276010000	BINJAI SELATAN	C
1276020000	BINJAI KOTA	C
1276030000	BINJAI TIMUR	C
1276040000	BINJAI UTARA	C
1276050000	BINJAI BARAT	C
1277000000	PADANGSIDIMPUAN	K
1277010000	PADANGSIDIMPUAN TENGGARA	C
1277020000	PADANGSIDIMPUAN SELATAN	C
1277030000	PADANGSIDIMPUAN BATUNADUA	C
1277040000	PADANGSIDIMPUAN UTARA	C
1277050000	PADANGSIDIMPUAN HUTAIMBARU	C
1277051000	PADANGSIDIMPUAN ANGKOLA JULU	C
1278000000	GUNUNGSITOLI	K
1278010000	GUNUNGSITOLI IDANOI	C
1278020000	GUNUNGSITOLI SELATAN	C
1278030000	GUNUNGSITOLI BARAT	C
1278040000	GUNUNG SITOLI	C
1278050000	GUNUNGSITOLI ALO OA	C
1278060000	GUNUNGSITOLI UTARA	C
1300000000	SUMATERA BARAT	P
1301000000	KEPULAUAN MENTAWAI	K
1301011000	PAGAI SELATAN	C
1301012000	SIKAKAP	C
1301013000	PAGAI UTARA	C
1301021000	SIPORA SELATAN	C
1301022000	SIPORA UTARA	C
1301030000	SIBERUT SELATAN	C
1301031000	SEBERUT BARAT DAYA	C
1301032000	SIBERUT TENGAH	C
1301040000	SIBERUT UTARA	C
1301041000	SIBERUT BARAT	C
1302000000	PESISIR SELATAN	K
1302010000	LUNANG SILAUT	C
1302020000	BASA AMPEK BALAI TAPAN	C
1302030000	PANCUNG SOAL	C
1302040000	LINGGO SARI BAGANTI	C
1302050000	RANAH PESISIR	C
1302060000	LENGAYANG	C
1302070000	SUTERA	C
1302080000	BATANG KAPAS	C
1302090000	IV JURAI	C
1302100000	BAYANG	C
1302101000	IV  NAGARI BAYANG UTARA	C
1302110000	KOTO XI TARUSAN	C
1303000000	SOLOK	K
1303040000	PANTAI CERMIN	C
1303050000	LEMBAH GUMANTI	C
1303051000	HILIRAN GUMANTI	C
1303060000	PAYUNG SEKAKI	C
1303061000	TIGO LURAH BAJANJANG	C
1303070000	LEMBANG JAYA	C
1303071000	DANAU KEMBAR	C
1303080000	GUNUNG TALANG	C
1303090000	BUKIT SUNDI	C
1303100000	IX KOTO SUNGAI LASI	C
1303110000	KUBUNG	C
1303120000	X KOTO DIATAS	C
1303130000	X KOTO SINGKARAK	C
1303140000	JUNJUNG SIRIH	C
1304000000	SIJUNJUNG	K
1304050000	KAMANG BARU	C
1304060000	TANJUNG GADANG	C
1304070000	SIJUNJUNG	C
1304071000	LUBUK TAROK	C
1304080000	IV NAGARI	C
1304090000	KUPITAN	C
1304100000	KOTO TUJUH	C
1304110000	SUMPUR KUDUS	C
1305000000	TANAH DATAR	K
1305010000	SEPULUH KOTO	C
1305020000	BATIPUH	C
1305021000	BATIPUH SELATAN	C
1305030000	PARIANGAN	C
1305040000	RAMBATAN	C
1305050000	LIMA KAUM	C
1305060000	TANJUNG EMAS	C
1305070000	PADANG GANTING	C
1305080000	LINTAU BUO	C
1305081000	LINTAU BUO UTARA	C
1305090000	SUNGAYANG	C
1305100000	SUNGAI TARAB	C
1305110000	SALIMPAUNG	C
1305111000	TANJUNG BARU	C
1306000000	PADANG PARIAMAN	K
1306010000	BATANG ANAI	C
1306020000	LUBUK ALUNG	C
1306021000	SINTUK TOBOH GADANG	C
1306030000	ULAKAN TAPAKIS	C
1306040000	NAN SABARIS	C
1306050000	2 X 11 ENAM LINGKUNG	C
1306051000	ENAM LINGKUNG	C
1306052000	2 X 11 KAYU TANAM	C
1306060000	VII KOTO SUNGAI SARIAK	C
1306061000	PATAMUAN	C
1306062000	PADANG SAGO	C
1306070000	V KOTO KP DALAM	C
1306071000	V KOTO TIMUR	C
